Passage,NewID,WordNoPunctuation,WordWithPunctuation,WordClass,PartOfSpeech
61,61Bw17,corner,corner.,Content,NOUN
62,62Aw01,You,You,Function,PRON
62,62Aw02,never,never,Content,ADV
62,62Aw03,know,know,Content,VERB
62,62Aw04,where,where,Content,SCONJ
62,62Aw05,you,you,Function,PRON
62,62Aw06,will,will,Function,AUX
62,62Aw07,find,find,Content,VERB
62,62Aw08,love,love.,Content,NOUN
62,62Bw01,Even,Even,Content,ADV
62,62Bw02,on,on,Function,ADP
62,62Bw03,a,a,Function,DET
62,62Bw04,crowded,crowded,Content,ADJ
62,62Bw05,airplane,airplane,Content,NOUN
62,62Bw06,or,or,Function,CCONJ
62,62Bw07,a,a,Function,DET
62,62Bw08,cruise,cruise,Content,NOUN
62,62Bw09,ship,ship.,Content,NOUN
63,63Aw01,Imagine,Imagine,Content,VERB
63,63Aw02,an,an,Function,DET
63,63Aw03,animal,animal,Content,NOUN
63,63Aw04,that,that,Function,PRON
63,63Aw05,looks,looks,Content,VERB
63,63Aw06,like,like,Function,ADP
63,63Aw07,a,a,Function,DET
63,63Aw08,dinosaur,"dinosaur,",Content,NOUN
63,63Aw09,and,and,Function,CCONJ
63,63Aw10,you,you,Function,PRON
63,63Aw11,probably,probably,Content,ADV
63,63Aw12,will,will,Function,AUX
63,63Aw13,not,not,Content,PART
63,63Aw14,imagine,imagine,Content,VERB
63,63Aw15,a,a,Function,DET
63,63Aw16,bat,bat.,Content,NOUN
63,63Bw01,But,But,Function,CCONJ
63,63Bw02,that,that,Function,PRON
63,63Bw03,may,may,Function,AUX
63,63Bw04,change,change.,Content,VERB
